bin_id,area,fill_percentage,overflow_risk,population_density,timestamp
BIN_0022,Kothrud,56.03486743503234,0,9381.430242479586,2026-02-27 12:16:39
BIN_0023,Koregaon Park,72.86151567927769,0,16964.77763261616,2026-02-28 08:05:39
BIN_0024,Wakad,35.48457234306582,0,7568.447222950202,2026-02-28 03:01:39
BIN_0025,Viman Nagar,61.26843446746072,0,14127.081755367433,2026-02-28 01:52:39
BIN_0026,Viman Nagar,58.53754227909563,0,5770.325236386601,2026-02-27 14:43:39
BIN_0027,Kothrud,54.76161006537471,0,13242.913638525795,2026-02-28 08:46:39
BIN_0028,Koregaon Park,64.04832931422122,0,5958.709636295838,2026-02-27 17:30:39
BIN_0029,Wakad,25.94491710680763,0,7638.14886181981,2026-02-28 08:19:39
BIN_0030,Baner,8.464875358462898,0,6695.379530803433,2026-02-28 07:34:39
BIN_0031,Shivajinagar,11.927167203974342,0,10200.880308251399,2026-02-27 17:44:39
BIN_0032,Wakad,22.458238265390108,1,10155.971265615935,2026-02-28 05:33:39
BIN_0033,Kothrud,50.01979355227852,0,17396.289210923846,2026-02-28 03:54:39
BIN_0034,Viman Nagar,84.04427505460201,0,8385.311770707931,2026-02-28 08:25:39
BIN_0035,Baner,70.12933420883842,0,6295.801126609655,2026-02-27 21:31:39
BIN_0036,Wakad,78.90406042020471,0,14052.676862211947,2026-02-27 16:06:39
BIN_0037,Shivajinagar,35.09756239260914,0,15311.760494000102,2026-02-27 13:19:39
BIN_0038,Shivajinagar,40.465374164855014,1,9422.354240321807,2026-02-28 07:08:39
BIN_0039,Hingne Khurd,39.368188599061284,0,14042.211745420658,2026-02-28 00:29:39
BIN_0040,Hingne Khurd,19.187318440450152,1,16640.84852009966,2026-02-28 03:16:39
BIN_0041,Kalyani Nagar,6.121665814357202,0,10213.294086141685,2026-02-27 12:19:39
BIN_0042,Kothrud,59.09160928272268,0,12880.307598996678,2026-02-28 00:56:39
BIN_0043,Koregaon Park,98.92166834205861,1,7199.4991050848,2026-02-28 08:42:39
BIN_0044,Wakad,16.682970495026282,1,5354.702016052705,2026-02-28 01:51:39
BIN_0045,Wakad,4.6684819899273755,1,19720.519622162443,2026-02-27 18:15:39
BIN_0046,Koregaon Park,77.9531681823933,1,9495.962758045549,2026-02-28 11:11:39
BIN_0047,Kalyani Nagar,25.25860066847242,0,9183.530760827325,2026-02-28 02:51:39
BIN_0048,Viman Nagar,82.96438053529283,0,19598.676997596318,2026-02-28 02:16:39
BIN_0049,Viman Nagar,70.39366670345154,0,15923.50285644675,2026-02-28 01:31:39
BIN_0050,Kalyani Nagar,94.56735370508046,0,13779.468319107247,2026-02-27 21:47:39
BIN_0051,Viman Nagar,40.8927235756672,0,15489.850926400353,2026-02-28 09:45:39
BIN_0052,Hingne Khurd,66.19698394506341,0,15648.89850043104,2026-02-27 23:43:39
BIN_0053,Wakad,46.48547808132707,0,16450.03820439474,2026-02-27 13:39:39
BIN_0054,Kalyani Nagar,63.05886973085435,1,6007.838471298799,2026-02-27 19:07:39
BIN_0055,Wakad,44.95989060077373,0,11192.471296743319,2026-02-27 19:58:39
BIN_0056,Koregaon Park,18.863224642407484,0,9426.954767495248,2026-02-27 18:55:39
BIN_0057,Shivajinagar,50.78974160033809,0,6058.544577755082,2026-02-28 09:23:39
BIN_0058,Hingne Khurd,52.85842014374423,0,11188.984952696432,2026-02-28 05:20:39
BIN_0059,Baner,81.0603848260161,0,14242.602281197202,2026-02-27 17:46:39
BIN_0060,Hingne Khurd,73.55207057935812,1,7677.465199616282,2026-02-28 05:55:39
BIN_0061,Kalyani Nagar,66.3791623941444,0,9575.401158317807,2026-02-28 10:06:39
BIN_0062,Baner,11.338709555257253,1,14587.56232875731,2026-02-27 19:01:39
BIN_0063,Shivajinagar,72.0616290663715,0,13689.8698633582,2026-02-27 21:53:39
BIN_0064,Kalyani Nagar,50.03051563545148,0,18031.781947598356,2026-02-27 13:53:39
BIN_0065,Kothrud,89.40995361061593,0,16868.46454475575,2026-02-28 02:09:39
BIN_0066,Wakad,91.98709341305428,0,19484.165784290442,2026-02-28 04:36:39
BIN_0067,Shivajinagar,5.515659060178546,0,13957.899651700658,2026-02-28 09:36:39
BIN_0068,Wakad,82.06415603544788,0,15477.010496174395,2026-02-27 23:34:39
BIN_0069,Viman Nagar,3.769739042267062,0,17907.593882216046,2026-02-28 08:57:39
BIN_0070,Kothrud,36.716962569502265,0,17599.88667237902,2026-02-27 23:26:39
BIN_0071,Kothrud,54.22999756210791,1,15780.824630393516,2026-02-27 20:03:39
BIN_0072,Shivajinagar,14.810079862712744,0,12503.843140609626,2026-02-28 07:53:39
BIN_0073,Kothrud,74.63138125690769,0,9098.103323460931,2026-02-28 02:14:39
BIN_0074,Baner,0.8354704172138572,0,18158.23630903109,2026-02-27 13:55:39
BIN_0075,Kothrud,16.859904843403683,0,16649.831633559574,2026-02-27 21:36:39
BIN_0076,Wakad,58.07968298534757,0,17568.60427937719,2026-02-27 16:53:39
BIN_0077,Wakad,71.43875620372924,0,7111.839772208063,2026-02-28 06:57:39
BIN_0078,Kalyani Nagar,91.66431026939162,0,9722.19317283912,2026-02-28 08:28:39
BIN_0079,Wakad,70.54966519346239,0,11373.275568494766,2026-02-28 05:18:39
BIN_0080,Kalyani Nagar,67.1779270254866,0,17575.27958450841,2026-02-28 10:38:39
BIN_0081,Wakad,39.43411463506643,0,18393.300090719833,2026-02-28 06:46:39
BIN_0082,Baner,0.12844255268014138,0,9273.390713829294,2026-02-28 03:00:39
BIN_0083,Koregaon Park,12.015925873562194,0,15296.437508986472,2026-02-28 09:08:39
BIN_0084,Kalyani Nagar,53.455454475603915,0,6167.213092288451,2026-02-27 20:10:39
BIN_0085,Hingne Khurd,67.51298858444197,0,11143.599079531417,2026-02-28 04:15:39
BIN_0086,Viman Nagar,41.74482838964625,0,12300.036616278278,2026-02-27 19:37:39
BIN_0087,Shivajinagar,73.06790115283903,0,16484.492223486737,2026-02-28 01:11:39
BIN_0088,Wakad,52.186229533217876,0,18379.583552556807,2026-02-27 17:23:39
BIN_0089,Kothrud,7.4176195594312215,1,10059.248537366842,2026-02-27 22:11:39
BIN_0090,Koregaon Park,19.201625096794885,0,12916.08334912852,2026-02-27 11:39:39
BIN_0091,Wakad,83.99982232439429,1,14711.723335512863,2026-02-28 08:06:39
BIN_0092,Kothrud,72.49127466244396,0,9930.30843420222,2026-02-27 11:37:39
BIN_0093,Viman Nagar,89.4761987012495,0,19783.07319761067,2026-02-27 18:33:39
BIN_0094,Viman Nagar,11.755724912093656,0,18136.615693550368,2026-02-28 03:36:39
BIN_0095,Viman Nagar,99.02225346150739,0,9446.04243299925,2026-02-27 12:21:39
BIN_0096,Kothrud,20.94067139499336,1,12619.193464985725,2026-02-27 15:23:39
BIN_0097,Wakad,1.177987628664201,1,8462.609198708666,2026-02-27 12:36:39
BIN_0098,Viman Nagar,99.74229390535541,0,12717.558783550023,2026-02-28 08:07:39
BIN_0099,Baner,28.107388544511313,0,15249.985172349274,2026-02-28 04:53:39
BIN_0100,Kalyani Nagar,66.80194525125599,0,6282.816391894818,2026-02-28 00:23:39
BIN_0101,Kothrud,17.66823141763052,1,18051.758072109078,2026-02-27 18:39:39
BIN_0102,Kothrud,58.022853219914175,0,13906.188026698752,2026-02-27 12:45:39
BIN_0103,Wakad,90.40349864545593,0,19844.043478655025,2026-02-27 22:05:39
BIN_0104,Kothrud,32.01811674284386,0,5383.872608742548,2026-02-27 18:20:39
BIN_0105,Kothrud,67.02539760443592,1,17472.475266473484,2026-02-27 14:40:39
BIN_0106,Viman Nagar,18.79035887984165,1,16879.445723818215,2026-02-27 13:40:39
BIN_0107,Wakad,62.479539871872525,1,6992.787680600485,2026-02-28 09:32:39
BIN_0108,Viman Nagar,33.64503518175101,0,10029.584526251101,2026-02-28 07:04:39
BIN_0109,Kalyani Nagar,21.12082585879517,0,18271.943045662592,2026-02-27 16:57:39
BIN_0110,Koregaon Park,31.318205070363515,0,12776.814426083814,2026-02-28 04:50:39
BIN_0111,Kalyani Nagar,17.884106850779936,0,11019.222312008586,2026-02-27 12:34:39
BIN_0112,Koregaon Park,90.19161078378828,0,18582.446483762626,2026-02-27 13:11:39
BIN_0113,Viman Nagar,39.71868863171289,0,6400.167867155921,2026-02-27 23:15:39
BIN_0114,Kalyani Nagar,24.527930497436735,0,12096.841743533845,2026-02-27 14:47:39
BIN_0115,Wakad,44.840784101593286,0,14785.611469630285,2026-02-27 18:05:39
BIN_0116,Shivajinagar,32.053616680649554,1,14128.121585225188,2026-02-27 15:50:39
BIN_0117,Viman Nagar,74.4419253813326,0,8964.146816133372,2026-02-27 17:41:39
BIN_0118,Koregaon Park,97.12199118854944,0,13449.693568015047,2026-02-27 12:25:39
BIN_0119,Baner,43.80336566976468,0,15628.426464289725,2026-02-28 02:20:39
BIN_0120,Koregaon Park,86.10333999722404,0,13773.281109900476,2026-02-27 21:04:39
BIN_0121,Baner,56.58630735596195,1,15266.933389659835,2026-02-28 09:31:39
BIN_0122,Kothrud,15.723566509423348,0,8841.181090831857,2026-02-28 10:56:39
BIN_0123,Kalyani Nagar,69.06227420813416,0,17492.73425407674,2026-02-28 03:01:39
BIN_0124,Baner,51.343449712582014,0,11745.343054774548,2026-02-27 18:50:39
BIN_0125,Koregaon Park,65.06065232521034,0,19808.35766156853,2026-02-28 05:08:39
BIN_0126,Kothrud,88.9687412571665,0,5349.279810004064,2026-02-27 15:31:39
BIN_0127,Shivajinagar,44.043457065604606,0,10704.73056871465,2026-02-28 04:43:39
BIN_0128,Wakad,90.11776232173557,0,7707.125784576663,2026-02-28 06:48:39
BIN_0129,Wakad,75.0669014281655,0,13334.142904910801,2026-02-27 17:03:39
BIN_0130,Wakad,48.860492587798475,1,8648.076415604191,2026-02-28 10:30:39
BIN_0131,Baner,60.32221356579637,1,16062.169198512227,2026-02-28 10:09:39
BIN_0132,Shivajinagar,32.55811325190115,1,18227.98793506278,2026-02-28 03:08:39
BIN_0133,Baner,98.35972997387742,1,8163.265303731663,2026-02-28 03:26:39
BIN_0134,Kalyani Nagar,66.7351163050396,0,7410.164274526976,2026-02-27 14:55:39
BIN_0135,Baner,4.38468524966299,0,18130.357785927175,2026-02-28 10:56:39
BIN_0136,Shivajinagar,32.662190574800874,0,10419.078726327585,2026-02-27 18:47:39
BIN_0137,Shivajinagar,62.33144337590575,0,11518.75452438545,2026-02-28 03:31:39
BIN_0138,Kalyani Nagar,5.63332777992398,0,8314.542536653034,2026-02-28 07:46:39
BIN_0139,Shivajinagar,2.3884191319142767,0,11379.723020767207,2026-02-27 13:21:39
BIN_0140,Koregaon Park,45.002423952780255,0,8469.501096169954,2026-02-28 08:53:39
BIN_0141,Shivajinagar,33.269017969267,0,14988.911609512714,2026-02-27 19:40:39
BIN_0142,Wakad,43.82986080331659,0,12483.146187201308,2026-02-28 04:58:39
BIN_0143,Koregaon Park,26.269330988000515,0,16820.906689443633,2026-02-27 11:20:39
BIN_0144,Koregaon Park,16.47177469429809,0,9690.921741009417,2026-02-27 18:11:39
BIN_0145,Kalyani Nagar,68.91433569803377,0,12583.925231885565,2026-02-27 21:16:39
BIN_0146,Hingne Khurd,51.45711162678005,1,8892.849844657016,2026-02-27 20:48:39
BIN_0147,Hingne Khurd,20.015421124936683,0,19017.108953699473,2026-02-28 04:50:39
BIN_0148,Shivajinagar,31.958942625999832,0,12829.035016866546,2026-02-27 21:10:39
BIN_0149,Koregaon Park,59.18079076633259,0,7601.937444769146,2026-02-27 18:09:39
BIN_0150,Hingne Khurd,7.2229348272477845,0,9091.484888150437,2026-02-27 23:17:39
BIN_0151,Hingne Khurd,14.745300926617954,0,6243.529461860902,2026-02-27 22:17:39
BIN_0152,Shivajinagar,7.324560410739012,0,5417.2399339660005,2026-02-27 12:47:39
BIN_0153,Hingne Khurd,81.23173327141188,1,12888.827391060066,2026-02-27 13:40:39
BIN_0154,Baner,75.24092332120092,0,10056.84383788408,2026-02-27 14:16:39
BIN_0155,Kothrud,75.33129318792571,0,19456.601828904597,2026-02-27 21:33:39
BIN_0156,Kalyani Nagar,71.6325343476028,0,7569.970945422263,2026-02-28 11:16:39
BIN_0157,Kothrud,66.93854236698692,0,16908.68979105418,2026-02-28 09:34:39
BIN_0158,Shivajinagar,47.6991915378175,0,9739.571632893541,2026-02-28 10:40:39
BIN_0159,Wakad,64.22781635071149,0,8353.060790880578,2026-02-28 01:43:39
BIN_0160,Kalyani Nagar,3.836155478797465,1,19544.55228501961,2026-02-28 02:13:39
BIN_0161,Shivajinagar,62.14644226567846,0,17038.648981186485,2026-02-28 02:04:39
BIN_0162,Koregaon Park,77.78777055368772,0,14459.313371679975,2026-02-27 13:53:39
BIN_0163,Wakad,50.035836038439015,0,15456.81555835628,2026-02-28 00:18:39
BIN_0164,Kothrud,35.75133284272369,1,19870.722122758845,2026-02-27 13:37:39
BIN_0165,Shivajinagar,27.742673480097913,0,13898.111132373302,2026-02-28 01:43:39
BIN_0166,Koregaon Park,64.28020501620824,0,6528.506762104402,2026-02-28 05:36:39
BIN_0167,Kalyani Nagar,69.28011986299087,1,5972.99190052072,2026-02-27 22:12:39
BIN_0168,Kalyani Nagar,87.09675998625426,0,14999.101662108102,2026-02-28 08:36:39
BIN_0169,Viman Nagar,34.233408246099074,0,14864.017158877223,2026-02-28 04:38:39
BIN_0170,Koregaon Park,76.97723073855856,1,16222.60689467133,2026-02-28 03:15:39
BIN_0171,Baner,56.135582418933794,0,6631.680953489206,2026-02-28 05:27:39
BIN_0172,Hingne Khurd,88.28364906780791,0,19173.534121327575,2026-02-28 00:07:39
BIN_0173,Wakad,52.78121082956208,0,13267.376208659673,2026-02-27 21:23:39
BIN_0174,Koregaon Park,51.76298283979672,0,14743.33281531823,2026-02-27 16:54:39
BIN_0175,Viman Nagar,57.787708144090914,0,5522.785750671954,2026-02-28 06:55:39
BIN_0176,Hingne Khurd,74.93153551424344,0,19414.613217733608,2026-02-27 17:34:39
BIN_0177,Hingne Khurd,96.4690478828461,0,13438.87773115923,2026-02-27 18:49:39
BIN_0178,Shivajinagar,7.356335421576565,0,13450.446694919428,2026-02-27 14:57:39
BIN_0179,Hingne Khurd,5.3434602391017165,0,19153.329743455695,2026-02-27 11:53:39
BIN_0180,Baner,93.75503374073385,1,18940.25267275501,2026-02-28 07:53:39
BIN_0181,Kalyani Nagar,52.98756255182061,0,8304.478877258625,2026-02-28 09:30:39
BIN_0182,Viman Nagar,61.49030145669361,1,18966.48232858894,2026-02-28 10:08:39
BIN_0183,Hingne Khurd,48.24236015947289,0,16049.319340700922,2026-02-28 04:32:39
BIN_0184,Shivajinagar,9.365745260747449,0,5283.510909971262,2026-02-27 21:20:39
BIN_0185,Baner,76.80893784186665,1,8597.647231075076,2026-02-27 23:31:39
BIN_0186,Kothrud,74.72246450885869,0,11194.702182071695,2026-02-28 06:41:39
BIN_0187,Kalyani Nagar,31.1703321492812,0,13742.336832586321,2026-02-27 16:29:39
BIN_0188,Kalyani Nagar,30.623924522840042,0,15519.945957330334,2026-02-28 10:29:39
BIN_0189,Viman Nagar,83.78413809055185,0,8153.155909353491,2026-02-27 16:13:39
BIN_0190,Kalyani Nagar,7.235725774132662,0,17550.507714105333,2026-02-28 04:09:39
BIN_0191,Hingne Khurd,88.11051483565659,1,17685.72985833732,2026-02-28 02:09:39
BIN_0192,Shivajinagar,25.66616898959144,0,14524.98228890866,2026-02-28 05:56:39
BIN_0193,Kalyani Nagar,59.298474775549394,1,18816.408657735476,2026-02-28 05:05:39
BIN_0194,Kalyani Nagar,93.59941790017777,0,17194.73640345782,2026-02-27 20:46:39
BIN_0195,Kothrud,67.81225015366465,1,8324.354889403114,2026-02-28 02:12:39
BIN_0196,Kothrud,41.44298124670366,0,16980.152994655407,2026-02-27 19:42:39
BIN_0197,Wakad,68.95342089054152,1,19298.031181296574,2026-02-28 05:04:39
BIN_0198,Baner,34.39796363163702,0,7064.0967052764645,2026-02-28 09:31:39
BIN_0199,Hingne Khurd,27.725841634918613,1,19680.468271865437,2026-02-28 03:09:39
BIN_0200,Kalyani Nagar,99.66832779346797,0,5374.8919515513535,2026-02-27 14:33:39
BIN_0201,Koregaon Park,75.07902311797878,0,12832.508671606585,2026-02-27 17:57:39
BIN_0202,Kalyani Nagar,64.47199773818177,0,16608.397084677265,2026-02-28 02:11:39
BIN_0203,Shivajinagar,35.52896432193188,1,16856.571538193813,2026-02-27 14:39:39
BIN_0204,Wakad,4.916082915504816,0,16020.088537194018,2026-02-28 07:27:39
BIN_0205,Baner,3.105687603515561,0,12940.270591297429,2026-02-27 11:26:39
BIN_0206,Koregaon Park,55.418125544879885,0,14764.464831055931,2026-02-28 02:06:39
BIN_0207,Wakad,76.2032721039051,0,15498.982784796706,2026-02-27 15:06:39
BIN_0208,Viman Nagar,53.73791904438551,0,12418.088363208433,2026-02-27 19:17:39
BIN_0209,Baner,84.07850719391146,0,13935.274627019564,2026-02-27 13:10:39
BIN_0210,Kalyani Nagar,3.3426533093221633,0,17695.520801863597,2026-02-27 20:47:39
BIN_0211,Kalyani Nagar,36.67520764259401,0,9693.185317187408,2026-02-28 09:33:39
BIN_0212,Baner,23.707039117417807,1,12848.094904529484,2026-02-27 14:31:39
BIN_0213,Kalyani Nagar,44.7272968157122,1,5127.195815382618,2026-02-27 11:50:39
BIN_0214,Hingne Khurd,7.2376393194122475,0,15311.545996651897,2026-02-28 10:20:39
BIN_0215,Baner,95.41316415710726,0,7930.781969222626,2026-02-28 05:08:39
BIN_0216,Wakad,22.325540106936092,0,12215.018805706533,2026-02-27 15:54:39
BIN_0217,Baner,92.23077754835847,0,8153.078244206889,2026-02-28 09:22:39
BIN_0218,Koregaon Park,42.58931550366818,0,5353.005718677385,2026-02-28 00:00:39
BIN_0219,Kalyani Nagar,98.5524133255218,0,12248.308275470248,2026-02-27 15:04:39
BIN_0220,Hingne Khurd,55.40583834602108,0,11372.504099160606,2026-02-28 06:34:39
BIN_0221,Hingne Khurd,93.08328641758075,0,11377.242702865711,2026-02-28 11:01:39
BIN_0222,Viman Nagar,0.5348988694222845,0,8132.092398933055,2026-02-27 18:34:39
BIN_0223,Wakad,74.82388061809002,0,19208.06884622269,2026-02-28 01:18:39
BIN_0224,Kothrud,90.30506531025154,0,5052.607277160418,2026-02-27 18:26:39
BIN_0225,Kothrud,13.972056697895407,1,18373.18174996008,2026-02-28 09:24:39
BIN_0226,Baner,9.612585173215148,0,16053.528847092231,2026-02-27 17:36:39
BIN_0227,Viman Nagar,42.457260718595556,0,7581.080502999072,2026-02-27 13:51:39
BIN_0228,Shivajinagar,93.36789061329351,0,12082.879794553319,2026-02-28 09:19:39
BIN_0229,Baner,54.23865601904387,0,19832.751222624087,2026-02-28 00:58:39
BIN_0230,Viman Nagar,52.74564637217322,0,14655.473554764609,2026-02-28 05:16:39
BIN_0231,Wakad,14.112611829932186,0,6910.650857280012,2026-02-28 07:55:39
BIN_0232,Wakad,0.07895110932187865,0,11864.633582846478,2026-02-28 03:14:39
BIN_0233,Wakad,81.01400907454612,0,12023.046448592184,2026-02-28 00:09:39
BIN_0234,Wakad,8.757456298623822,0,17033.949993246628,2026-02-27 21:14:39
BIN_0235,Wakad,63.384981873532396,0,18742.44399239233,2026-02-28 09:45:39
BIN_0236,Viman Nagar,91.46164545151915,0,6233.623149331019,2026-02-27 11:37:39
BIN_0237,Viman Nagar,20.865191315843102,0,9710.559304292485,2026-02-28 02:14:39
BIN_0238,Hingne Khurd,66.52728362369108,0,9476.571903276725,2026-02-27 22:46:39
BIN_0239,Koregaon Park,7.869857670750946,1,19940.721873785275,2026-02-28 05:50:39
BIN_0240,Kothrud,60.3755143837613,0,13388.406750370996,2026-02-27 21:35:39
BIN_0241,Kalyani Nagar,16.393172095320274,0,18197.472441799768,2026-02-28 00:19:39
BIN_0242,Wakad,73.5953560515178,0,11390.492741672359,2026-02-28 01:05:39
BIN_0243,Shivajinagar,30.12312947939082,0,15840.847256134046,2026-02-28 06:10:39
BIN_0244,Kalyani Nagar,46.33910088046462,0,9298.784634562191,2026-02-27 14:39:39
BIN_0245,Viman Nagar,59.94305420276217,0,18676.790352338503,2026-02-28 00:03:39
BIN_0246,Shivajinagar,17.12734106662396,1,11827.193614798007,2026-02-28 08:32:39
BIN_0247,Shivajinagar,74.16378186176209,0,17055.882459741308,2026-02-28 02:28:39
BIN_0248,Shivajinagar,30.264034063681457,0,8837.253250138472,2026-02-27 16:27:39
BIN_0249,Hingne Khurd,66.23718599127535,0,15404.065128828188,2026-02-28 08:01:39
BIN_0250,Viman Nagar,15.828305069937365,0,11077.376066000537,2026-02-28 04:38:39
BIN_0251,Shivajinagar,68.81176592063503,1,5471.591344618206,2026-02-27 22:55:39
BIN_0252,Wakad,12.818807281046174,1,11195.123806385953,2026-02-28 08:28:39
BIN_0253,Baner,42.535649626998364,0,13250.324626331307,2026-02-28 08:16:39
BIN_0254,Shivajinagar,24.72060737388768,1,7276.424208697628,2026-02-28 11:03:39
BIN_0255,Hingne Khurd,74.83752494281826,0,7758.696577889226,2026-02-28 02:06:39
BIN_0256,Kalyani Nagar,26.203500450687457,0,11972.941974847354,2026-02-27 19:13:39
BIN_0257,Viman Nagar,88.17173063953962,1,10140.9456865011,2026-02-28 08:44:39
BIN_0258,Koregaon Park,89.18202114066128,0,11611.108070050439,2026-02-27 17:55:39
BIN_0259,Hingne Khurd,19.644131522278585,0,11912.404839840841,2026-02-27 15:45:39
BIN_0260,Shivajinagar,61.38459450077243,0,7101.140655541334,2026-02-27 16:25:39
BIN_0261,Viman Nagar,8.771764171996432,1,7717.918629051721,2026-02-27 13:01:39
BIN_0262,Baner,39.15370996016292,1,17722.480902192416,2026-02-28 00:40:39
BIN_0263,Shivajinagar,71.33217295012723,1,7440.780339657261,2026-02-28 03:42:39
BIN_0264,Hingne Khurd,65.94232468499163,1,14988.714995123913,2026-02-27 18:34:39
BIN_0265,Kothrud,62.47006694066079,0,11277.920701516881,2026-02-27 17:24:39
BIN_0266,Wakad,28.25408636624436,0,19523.55028954461,2026-02-27 13:43:39
BIN_0267,Koregaon Park,37.8024949434402,0,5991.5654283235635,2026-02-27 21:54:39
BIN_0268,Kalyani Nagar,10.294614470028618,0,17455.83299046143,2026-02-28 04:55:39
BIN_0269,Hingne Khurd,71.9022820433601,0,12371.738466539322,2026-02-28 01:33:39
BIN_0270,Viman Nagar,50.38887967912735,0,5080.285562962829,2026-02-27 19:51:39
BIN_0271,Koregaon Park,70.87656323456545,0,8954.903284093305,2026-02-27 20:57:39
BIN_0272,Koregaon Park,24.894352479687278,1,11115.452788239043,2026-02-27 16:48:39
BIN_0273,Koregaon Park,32.443822863506625,0,9712.921301733877,2026-02-27 17:56:39
BIN_0274,Shivajinagar,33.42153372601147,1,10436.741960209,2026-02-28 01:39:39
BIN_0275,Wakad,2.57424097472162,1,18750.078637057697,2026-02-27 15:26:39
BIN_0276,Shivajinagar,34.10478728306236,0,10414.010485884915,2026-02-28 00:14:39
BIN_0277,Viman Nagar,80.33045735180335,0,11282.440691040993,2026-02-27 21:43:39
BIN_0278,Shivajinagar,89.72984957497385,0,16416.973303671693,2026-02-28 09:34:39
BIN_0279,Kothrud,51.821831563592745,0,16907.50348622563,2026-02-28 05:53:39
BIN_0280,Wakad,45.55016952192202,0,6261.344776800419,2026-02-27 14:37:39
BIN_0281,Wakad,3.0824618699370254,0,15561.050518505064,2026-02-27 22:14:39
BIN_0282,Viman Nagar,87.92043375853827,0,12238.579305151638,2026-02-28 06:55:39
BIN_0283,Kalyani Nagar,1.3010213425872719,0,7007.808398564831,2026-02-28 05:58:39
BIN_0284,Kothrud,94.47500802102118,0,8970.658459203265,2026-02-28 06:04:39
BIN_0285,Hingne Khurd,48.92162486880907,0,5675.53245959778,2026-02-28 09:32:39
BIN_0286,Shivajinagar,34.19344935747266,0,10403.557832177528,2026-02-28 02:19:39
BIN_0287,Baner,92.421843484266,1,8831.096605010363,2026-02-27 18:46:39
BIN_0288,Shivajinagar,2.4390993110096737,0,10731.550960700264,2026-02-28 01:45:39
BIN_0289,Koregaon Park,58.14248948690871,1,13705.108212961351,2026-02-28 07:22:39
BIN_0290,Shivajinagar,54.89325244993376,0,15985.0932805493,2026-02-27 18:07:39
BIN_0291,Hingne Khurd,21.932040121138208,0,14080.279798392945,2026-02-28 05:44:39
BIN_0292,Shivajinagar,42.88874313502106,0,15175.659533899186,2026-02-27 12:54:39
BIN_0293,Kothrud,65.22640059437703,0,17984.5868092819,2026-02-28 11:19:39
BIN_0294,Kothrud,72.71311968819275,1,18107.36665192266,2026-02-28 09:19:39
BIN_0295,Wakad,0.07168587065797816,1,17910.79022538761,2026-02-27 18:07:39
BIN_0296,Viman Nagar,93.68534300910153,0,7297.533732192899,2026-02-28 06:07:39
BIN_0297,Kalyani Nagar,16.45253723928124,0,8766.03700390468,2026-02-28 08:16:39
BIN_0298,Baner,23.35804342223592,0,12534.879573913582,2026-02-27 14:18:39
BIN_0299,Koregaon Park,26.347344569384823,0,10381.089410240405,2026-02-27 20:31:39
BIN_0300,Shivajinagar,3.782013655203531,0,6975.034524199448,2026-02-27 22:31:39
BIN_0301,Shivajinagar,12.305212359032492,1,9316.25351908477,2026-02-27 18:20:39
BIN_0302,Hingne Khurd,98.63499229441621,0,19631.431424984585,2026-02-28 05:50:39
BIN_0303,Viman Nagar,31.521673737728605,0,10203.901332448044,2026-02-28 03:29:39
BIN_0304,Kothrud,11.530109033904933,1,11283.71102443942,2026-02-27 21:38:39
BIN_0305,Baner,10.699126117462331,0,5096.021327859455,2026-02-27 17:57:39
BIN_0306,Wakad,71.94599676699718,0,15791.22319685298,2026-02-27 17:58:39
